0, 0, 0
119056, -309032, -16137.7
1.37228e+06, 152582, 28908.1
-241682, 2.10553e+06, 92333.1
-2.08353e+06, -664988, -73657.3
1.56405e+06, -2.402e+06, -87416.9
2.99585e+06, 2.62521e+06, 177828
-3.33609e+06, 2.759e+06, 63456
-2.01259e+06, -4.05042e+06, -233860
5.38638e+06, -1.42376e+06, 33622
590142, 6.37988e+06, 308608
-6.45572e+06, -688786, -160950
2.25971e+06, -6.71171e+06, -276261
7.19492e+06, 3.98625e+06, 323942
-5.53326e+06, 6.63254e+06, 201417
-5.43068e+06, -6.90268e+06, -435149
8.73792e+06, -4.42103e+06, -41260.9
2.97582e+06, 1.02602e+07, 536966
-1.0754e+07, 871114, -172638
1.40079e+06, -1.12224e+07, -505066
1.18738e+07, 3.82331e+06, 408133
-6.31932e+06, 1.12843e+07, 403511
-9.86396e+06, -8.54031e+06, -599469
1.10584e+07, -8.62784e+06, -193071
6.77597e+06, 1.33361e+07, 755493
-1.45521e+07, 3.96275e+06, -102791
-1.03754e+06, -1.55122e+07, -754574
1.66127e+07, 2.03507e+06, 417433
-5.50639e+06, 1.6321e+07, 655060
-1.49709e+07, -8.70856e+06, -708206
1.20378e+07, -1.37504e+07, -414147
1.17561e+07, 1.52386e+07, 942349
-1.7443e+07, 8.43414e+06, 49473.5
-4.98105e+06, -1.91605e+07, -1.00366e+06
2.09767e+07, -1.37982e+06, 343251
-3.0041e+06, 2.13128e+07, 937747
-2.03534e+07, -7.23803e+06, -745634
1.14379e+07, -1.94261e+07, -692199
1.76003e+07, 1.56589e+07, 1.0769e+06
-1.90637e+07, 1.404e+07, 279829
-1.02554e+07, -2.17702e+07, -1.23033e+06
2.45342e+07, -6.3202e+06, 181856
1.17809e+06, 2.58139e+07, 1.23056e+06
-2.55803e+07, -4.05467e+06, -699832
9.1115e+06, -2.5241e+07, -1.01076e+06
2.39209e+07, 1.43654e+07, 1.14074e+06
-1.91094e+07, 2.04529e+07, 578948
-1.65971e+07, -2.29902e+07, -1.41296e+06
2.68831e+07, -1.2584e+07, -65205.4
6.92392e+06, 2.9384e+07, 1.51067e+06
-3.02045e+07, 813717, -563323
5.0068e+06, -3.07492e+07, -1.35001e+06
3.02808e+07, 1.12185e+07, 1.11877e+06
-1.73571e+07, 2.72762e+07, 932684
-2.36579e+07, -2.25325e+07, -1.53129e+06
2.76673e+07, -1.9877e+07, -391157
1.40185e+07, 3.16122e+07, 1.75466e+06
-3.37901e+07, 7.23486e+06, -333718
-820390, -3.54939e+07, -1.68753e+06
3.62081e+07, 6.1802e+06, 999986
-1.3672e+07, 3.40634e+07, 1.32283e+06
-3.10271e+07, -2.01915e+07, -1.56763e+06
2.66037e+07, -2.7821e+07, -783898
2.21473e+07, 3.21351e+07, 1.93942e+06
-3.59283e+07, 1.49775e+07, -13807.3
-8.21121e+06, -3.90334e+07, -1.99956e+06
4.12236e+07, -676751, 778383
-8.02548e+06, 4.03345e+07, 1.72755e+06
-3.82428e+07, -1.58555e+07, -1.50769e+06
2.34918e+07, -3.59726e+07, -1.22668e+06
3.09153e+07, 3.06622e+07, 2.04366e+06
-3.62668e+07, 2.37146e+07, 388066
-1.69002e+07, -4.09589e+07, -2.26185e+06
4.48593e+07, -9.17149e+06, 453260
-493886, 4.56028e+07, 2.12262e+06
-4.48192e+07, -9.52005e+06, -1.34174e+06
1.8237e+07, -4.3838e+07, -1.69833e+06
3.98534e+07, 2.69884e+07, 2.04865e+06
-3.45208e+07, 3.30399e+07, 858543
-2.65313e+07, -4.09234e+07, -2.4512e+06
4.66889e+07, -1.90106e+07, 29938.3
8.73084e+06, 4.93909e+07, 2.48204e+06
-5.02628e+07, -1.28692e+06, -1.06484e+06
1.08534e+07, -5.09015e+07, -2.17454e+06
4.84442e+07, 2.10165e+07, 1.93973e+06
-3.04977e+07, 4.24762e+07, 1.37913e+06
-3.66629e+07, -3.86558e+07, -2.54632e+06
4.63437e+07, -2.98046e+07, -480649
1.93519e+07, 5.12627e+07, 2.77966e+06
-5.41037e+07, 8.62644e+06, -677897
1.47649e+06, -5.66413e+07, -2.6284e+06
5.61384e+07, 1.27599e+07, 1.70683e+06
-2.41057e+07, 5.15031e+07, 1.92735e+06
-4.67917e+07, -3.39857e+07, -2.52936e+06
4.35435e+07, -4.10709e+07, -1.06153e+06
3.09664e+07, 5.08376e+07, 2.98988e+06
-5.59103e+07, 1.99008e+07, -187315
-9.64253e+06, -6.05658e+07, -3.03208e+06
6.23846e+07, 2.36195e+06, 1.34582e+06
-1.537e+07, 5.9566e+07, 2.47692e+06
-5.63685e+07, -2.6848e+07, -2.38651e+06
3.81096e+07, -5.22633e+07, -1.6908e+06
4.30832e+07, 4.78233e+07, 3.0895e+06
-5.53194e+07, 3.21129e+07, 394310
-2.21355e+07, -6.22291e+07, -3.35767e+06
6.665e+07, -9.91576e+06, 858504
-4.43377e+06, 6.6114e+07, 2.99933e+06
-6.48262e+07, -1.73047e+07, -2.10952e+06
2.99855e+07, -6.27794e+07, -2.34161e+06
5.51359e+07, 4.20233e+07, 3.05836e+06
-5.20522e+07, 4.47611e+07, 1.04911e+06
-3.55322e+07, -6.12666e+07, -3.57901e+06
6.84533e+07, -2.36807e+07, 253711
8.43397e+06, 7.06099e+07, 3.46438e+06
-7.16002e+07, -5.53509e+06, -1.69565e+06
1.92464e+07, -7.20039e+07, -2.98391e+06
6.65039e+07, 3.33694e+07, 2.88115e+06
-4.5935e+07, 5.72675e+07, 1.75362e+06
-4.92755e+07, -5.74063e+07, -3.67256e+06
6.73894e+07, -3.84344e+07, -453331
2.28442e+07, 7.25715e+07, 3.84203e+06
-7.61584e+07, 8.14941e+06, -1.14894e+06
6.10694e+06, -7.93198e+07, -3.58493e+06
7.65375e+07, 2.19179e+07, 2.54788e+06
-3.69133e+07, 6.90157e+07, 2.48022e+06
-6.27413e+07, -5.05028e+07, -3.61932e+06
6.31545e+07, -5.35691e+07, -1.24039e+06
3.82964e+07, 7.15814e+07, 4.10315e+06
-7.80277e+07, 2.33272e+07, -479687
-9.07833e+06, -8.41552e+07, -4.11126e+06
8.4584e+07, 7.87791e+06, 2.05552e+06
-2.50633e+07, 7.93563e+07, 3.1973e+06
-7.52643e+07, -4.05331e+07, -3.4052e+06
5.5575e+07, -6.84093e+07, -2.07956e+06
5.4187e+07, 6.73292e+07, 4.22154e+06
-7.68136e+07, 3.94601e+07, 294863
-2.58265e+07, -8.59997e+07, -4.52983e+06
9.00226e+07, -8.40495e+06, 1.40799e+06
-1.0601e+07, 8.76521e+07, 3.87104e+06
-8.61646e+07, -2.76265e+07, -3.02283e+06
4.462e+07, -8.22177e+07, -2.93736e+06
6.9835e+07, 5.96147e+07, 4.17471e+06
-7.22315e+07, 5.59283e+07, 1.15152e+06
-4.35322e+07, -8.44498e+07, -4.81012e+06
9.22885e+07, -2.64316e+07, 617404
6.12237e+06, 9.32881e+07, 4.46608e+06
-9.47821e+07, -1.20494e+07, -2.47155e+06
3.04224e+07, -9.42448e+07, -3.7766e+06
8.44953e+07, 4.83885e+07, 3.94584e+06
-6.4118e+07, 7.20307e+07, 2.06104e+06
-6.14978e+07, -7.92138e+07, -4.92507e+06
9.09183e+07, -4.55802e+07, -296500
2.46135e+07, 9.57192e+07, 4.9475e+06
-1.00497e+08, 5.77939e+06, -1.75858e+06
1.3276e+07, -1.03749e+08, -4.55734e+06
9.73993e+07, 3.37475e+07, 3.52447e+06
-5.24567e+07, 8.70282e+07, 2.98952e+06
-7.89478e+07, -7.01569e+07, -4.85324e+06
8.55656e+07, -6.51034e+07, -1.30599e+06
4.42616e+07, 9.44794e+07, 5.28187e+06
-1.02774e+08, 2.5315e+07, -898619
-6.35166e+06, -1.10048e+08, -5.23898e+06
1.0777e+08, 1.59637e+07, 2.90808e+06
-3.73773e+07, 1.00156e+08, 3.89905e+06
-9.50732e+07, -5.72973e+07, -4.5796e+06
7.6045e+07, -8.41714e+07, -2.37642e+06
6.43351e+07, 8.92276e+07, 5.43912e+06
-1.01176e+08, 4.58822e+07, 85769.3
-2.78474e+07, -1.12539e+08, -5.78181e+06
1.1488e+08, -4.52817e+06, 2.10257e+06
-1.91789e+07, 1.1067e+08, 4.74934e+06
-1.09046e+08, -4.08318e+07, -4.09703e+06
6.23383e+07, -1.0189e+08, -3.46697e+06
8.40235e+07, 7.97574e+07, 5.39392e+06
-9.54062e+07, 6.67132e+07, 1.16495e+06
-5.04475e+07, -1.10748e+08, -6.14916e+06
1.1806e+08, -2.71184e+07, 1.12306e+06
1.69262e+06, 1.17861e+08, 5.49899e+06
-1.20082e+08, -2.11259e+07, -3.40694e+06
4.46319e+07, -1.17349e+08, -4.53215e+06
1.02439e+08, 6.60307e+07, 5.12728e+06
-8.53098e+07, 8.69609e+07, 2.30287e+06
-7.32868e+07, -1.04352e+08, -6.30927e+06
1.16771e+08, -5.10476e+07, -6016.87
2.46243e+07, 1.21104e+08, 6.10715e+06
-1.27447e+08, 1.27837e+06, -2.51985e+06
2.32968e+07, -1.29652e+08, -5.52367e+06
1.18678e+08, 4.81882e+07, 4.62805e+06
-7.09164e+07, 1.05738e+08, 3.45806e+06
-9.5405e+07, -9.32122e+07, -6.23695e+06
1.10608e+08, -7.54186e+07, -1.25127e+06
4.88759e+07, 1.1988e+08, 6.5354e+06
-1.30524e+08, 2.56867e+07, -1.45554e+06
-1.08019e+06, -1.37978e+08, -6.39226e+06
1.31825e+08, 2.65662e+07, 3.89391e+06
-5.2419e+07, 1.22144e+08, 4.58526e+06
-1.15816e+08, -7.73861e+07, -5.91552e+06
9.93624e+07, -9.92286e+07, -2.57075e+06
7.35682e+07, 1.13808e+08, 6.74909e+06
-1.28816e+08, 5.12656e+07, -242565
-2.77418e+07, -1.41607e+08, -7.09031e+06
1.41029e+08, 1.69752e+06, 2.93279e+06
-3.0213e+07, 1.35304e+08, 5.63647e+06
-1.33515e+08, -5.71425e+07, -5.33762e+06
8.30187e+07, -1.2141e+08, -3.9158e+06
9.77418e+07, 1.02678e+08, 6.71978e+06
-1.22007e+08, 7.707e+07, 1.08197e+06
-5.5749e+07, -1.39974e+08, -7.57361e+06
1.45512e+08, -2.56934e+07, 1.76285e+06
-4.85976e+06, 1.44407e+08, 6.56343e+06
-1.47557e+08, -3.29609e+07, -4.50667e+06
6.18083e+07, -1.40868e+08, -5.23183e+06
1.20352e+08, 8.64685e+07, 6.42613e+06
-1.09949e+08, 1.0208e+08, 2.47415e+06
-8.40472e+07, -1.32707e+08, -7.80449e+06
1.44648e+08, -5.46984e+07, 413429
2.28893e+07, 1.48737e+08, 7.31849e+06
-1.57075e+08, -5.52152e+06, -3.43674e+06
3.61814e+07, -1.56539e+08, -6.46145e+06
1.40343e+08, 6.53734e+07, 5.85642e+06
-9.27204e+07, 1.25232e+08, 3.88365e+06
-1.11468e+08, -1.19649e+08, -7.75295e+06
1.37965e+08, -8.42647e+07, -1.07635e+06
5.21425e+07, 1.4772e+08, 7.85779e+06
-1.61344e+08, 2.4304e+07, -2.15339e+06
6.84103e+06, -1.67429e+08, -7.54559e+06
1.56657e+08, 3.98016e+07, 5.00878e+06
-7.05924e+07, 1.45466e+08, 5.25663e+06
-1.36816e+08, -1.0089e+08, -7.39967e+06
1.25224e+08, -1.13208e+08, -2.65706e+06
8.1857e+07, 1.40939e+08, 8.14191e+06
-1.59797e+08, 5.54976e+07, -692043
-2.53032e+07, -1.72689e+08, -8.42773e+06
1.68311e+08, 1.03975e+07, 3.89347e+06
-4.40702e+07, 1.61756e+08, 6.53612e+06
-1.58885e+08, -7.67682e+07, -6.73646e+06
1.0641e+08, -1.40277e+08, -4.27189e+06
1.10904e+08, 1.28191e+08, 8.13927e+06
-1.52089e+08, 8.69056e+07, 901504
-5.91279e+07, -1.71637e+08, -9.05489e+06
1.74417e+08, -2.19923e+07, 2.53194e+06
-1.38543e+07, 1.73173e+08, 7.66585e+06
-1.76544e+08, -4.78884e+07, -5.76854e+06
8.17898e+07, -1.6418e+08, -5.85671e+06
1.38073e+08, 1.0948e+08, 7.82644e+06
-1.38086e+08, 1.17307e+08, 2.57419e+06
-9.33682e+07, -1.63833e+08, -9.38232e+06
1.74257e+08, -5.63034e+07, 958724
1.91444e+07, 1.78901e+08, 8.5906e+06
-1.88762e+08, -1.50776e+07, -4.51341e+06
5.1894e+07, -1.83674e+08, -7.34459e+06
1.62147e+08, 8.50691e+07, 7.1915e+06
-1.17914e+08, 1.45428e+08, 4.26552e+06
-1.26636e+08, -1.49091e+08, -9.37431e+06
1.673e+08, -9.13175e+07, -780963
5.38555e+07, 1.78308e+08, 9.26035e+06
-1.94692e+08, 2.05997e+07, -3.00271e+06
1.75402e+07, -1.97587e+08, -8.66628e+06
1.81923e+08, 5.54524e+07, 6.23354e+06
-9.19434e+07, 1.70031e+08, 5.91168e+06
-1.575e+08, -1.27528e+08, -9.00815e+06
1.53272e+08, -1.25663e+08, -2.62999e+06
8.90538e+07, 1.70947e+08, 9.63063e+06
-1.93683e+08, 5.79187e+07, -1.27925e+06
-2.02065e+07, -2.04923e+08, -9.75567e+06
1.96288e+08, 2.13967e+07, 4.96558e+06
-6.08057e+07, 1.89917e+08, 7.44574e+06
-1.84534e+08, -9.95448e+07, -8.27404e+06
1.32168e+08, -1.57905e+08, -4.52321e+06
1.23417e+08, 1.56626e+08, 9.66665e+06
-1.8534e+08, 9.54953e+07, 601850
-6.00435e+07, -2.04881e+08, -1.05509e+07
2.0425e+08, -1.61159e+07, 3.41296e+06
-2.53653e+07, 2.04026e+08, 8.80224e+06
-2.06396e+08, -6.58663e+07, -7.17836e+06
1.04289e+08, -1.86557e+08, -6.38722e+06
1.5556e+08, 1.35392e+08, 9.34328e+06
-1.69543e+08, 1.31883e+08, 2.57736e+06
-1.00489e+08, -1.96943e+08, -1.09994e+07
2.05002e+08, -5.58605e+07, 1.61563e+06
1.32875e+07, 2.11438e+08, 9.91783e+06
-2.21876e+08, -2.74745e+07, -5.74182e+06
7.0247e+07, -2.10196e+08, -8.14542e+06
1.84092e+08, 1.07589e+08, 8.64866e+06
-1.46466e+08, 1.65576e+08, 4.57565e+06
-1.39935e+08, -1.80875e+08, -1.10592e+07
1.97973e+08, -9.64503e+07, -374670
5.38732e+07, 2.11462e+08, 1.07358e+07
-2.29968e+08, 1.43678e+07, -4.00171e+06
3.09668e+07, -2.2748e+08, -9.71889e+06
2.07664e+08, 7.38146e+07, 7.5835e+06
-1.16581e+08, 1.95128e+08, 6.52164e+06
-1.7671e+08, -1.56811e+08, -1.07032e+07
1.82854e+08, -1.36329e+08, -2.49335e+06
9.49695e+07, 2.0363e+08, 1.12066e+07
-2.29925e+08, 5.82129e+07, -2.00869e+06
-1.23316e+07, -2.37264e+08, -1.10319e+07
2.25025e+08, 3.49687e+07, 6.16399e+06
-8.06562e+07, 2.19154e+08, 8.33751e+06
-2.09159e+08, -1.25203e+08, -9.91955e+06
1.59662e+08, -1.73881e+08, -4.66678e+06
1.35043e+08, 1.87777e+08, 1.12924e+07
-2.21287e+08, 1.02429e+08, 172592
-5.81795e+07, -2.38624e+08, -1.20138e+07
2.35091e+08, -7.81204e+06, 4.42027e+06
-3.97401e+07, 2.36442e+08, 9.94754e+06
-2.3571e+08, -8.68822e+07, -8.71465e+06
1.28736e+08, -2.07438e+08, -6.81281e+06
1.72521e+08, 1.64002e+08, 1.09667e+07
-2.03936e+08, 1.45318e+08, 2.46776e+06
-1.04886e+08, -2.3096e+08, -1.26042e+07
2.36971e+08, -5.31333e+07, 2.39802e+06
4.88708e+06, 2.45961e+08, 1.12796e+07
-2.54969e+08, -4.29836e+07, -7.11212e+06
9.07734e+07, -2.35402e+08, -8.84541e+06
2.05827e+08, 1.32746e+08, 1.02179e+07
-1.78089e+08, 1.85131e+08, 4.79359e+06
-1.50634e+08, -2.1399e+08, -1.27547e+07
2.30062e+08, -9.94294e+07, 156250
5.17206e+07, 2.46954e+08, 1.22695e+07
-2.65754e+08, 5.04086e+06, -5.15409e+06
4.67988e+07, -2.56278e+08, -1.06769e+07
2.33468e+08, 9.47321e+07, 9.04932e+06
-1.44328e+08, 2.20183e+08, 7.06258e+06
-1.93518e+08, -1.87841e+08, -1.24334e+07
2.14044e+08, -1.44965e+08, -2.23288e+06
9.9123e+07, 2.38928e+08, 1.28625e+07
-2.67206e+08, 5.5522e+07, -2.89872e+06
-1.82188e+06, -2.68789e+08, -1.22226e+07
2.54056e+08, 5.10059e+07, 7.48073e+06
-1.03553e+08, 2.4889e+08, 9.18538e+06
-2.31667e+08, -1.53012e+08, -1.16258e+07
1.88962e+08, -1.87938e+08, -4.68705e+06
1.45333e+08, 2.21733e+08, 1.30166e+07
-2.58784e+08, 1.06587e+08, -419479
-5.34698e+07, -2.71897e+08, -1.3404e+07
2.66423e+08, 2.87406e+06, 5.54796e+06
-5.70058e+07, 2.69869e+08, 1.10749e+07
-2.63276e+08, -1.10411e+08, -1.03371e+07
1.55204e+08, -2.26521e+08, -7.11597e+06
1.88578e+08, 1.95541e+08, 1.27042e+07
-2.40351e+08, 1.56277e+08, 2.19816e+06
-1.06268e+08, -2.64914e+08, -1.41528e+07
2.69613e+08, -4.80957e+07, 3.30285e+06
-6.16892e+06, 2.81962e+08, 1.26495e+07
-2.86759e+08, -6.13084e+07, -8.59296e+06
1.13563e+08, -2.58954e+08, -9.42471e+06
2.2708e+08, 1.60882e+08, 1.19139e+07
-2.12149e+08, 2.02594e+08, 4.85968e+06
-1.58211e+08, -2.47517e+08, -1.44149e+07
2.63e+08, -1.00148e+08, 812214
4.72168e+07, 2.84326e+08, 1.38364e+07
-3.00753e+08, -7.31995e+06, -6.43893e+06
6.51591e+07, -2.83606e+08, -1.15176e+07
2.59192e+08, 1.18622e+08, 1.06517e+07
-1.74853e+08, 2.43608e+08, 7.46488e+06
-2.07176e+08, -2.19804e+08, -1.41529e+07
2.46269e+08, -1.51378e+08, -1.84428e+06
1.0128e+08, 2.76444e+08, 1.4575e+07
-3.04263e+08, 4.96717e+07, -3.9397e+06
1.14906e+07, -2.9907e+08, -1.33015e+07
2.8339e+08, 6.99583e+07, 8.94107e+06
-1.29483e+08, 2.7752e+08, 9.91273e+06
-2.5109e+08, -1.82308e+08, -1.33493e+07
2.1951e+08, -1.99806e+08, -4.57572e+06
1.54017e+08, 2.58173e+08, 1.48187e+07
-2.96651e+08, 1.07576e+08, -1.17639e+06
-4.56776e+07, -3.04222e+08, -1.4691e+07
2.98409e+08, 1.63829e+07, 6.8241e+06
-7.74561e+07, 3.02755e+08, 1.21041e+07
-2.87941e+08, -1.35996e+08, -1.20077e+07
1.83171e+08, -2.43454e+08, -7.28412e+06
2.03437e+08, 2.29756e+08, 1.45384e+07
-2.77743e+08, 1.64176e+08, 1.75526e+06
-1.04303e+08, -2.98285e+08, -1.56107e+07
3.03237e+08, -4.03596e+07, 4.35905e+06
-2.04563e+07, 3.18019e+08, 1.39473e+07
-3.1595e+08, -8.22488e+07, -1.01546e+07
1.3813e+08, -2.80415e+08, -9.86617e+06
2.47554e+08, 1.91817e+08, 1.37225e+07
-2.47776e+08, 2.17238e+08, 4.75036e+06
-1.6221e+08, -2.80907e+08, -1.60013e+07
2.97225e+08, -9.83134e+07, 1.62082e+06
3.95497e+07, 3.22351e+08, 1.536e+07
